product_id,Name,Published,Is_featured?,Short_description,Description,Date_sale price_starts,Date_sale_price_ends,Tax_class,In_stock,Stock,Low_stock_amount,Allow_customer_reviews,Sale_price,Regular_price,Cost,Margin,Categories,product_image
,EE Cinnamon Sticks 100g,1,0,,,,,zero-rate,1,6,2,1,,1.35,0.93,45%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/EE-Cinnamon-Sticks-100gz.webp
,EE Cumin Whole 100g,1,0,,,,,zero-rate,1,5,2,1,,1.99,1.3,53%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/EE-Cumin-Whole-100g.jpg
,EE Nutmeg Whole 100g,1,0,,,,,zero-rate,1,10,2,1,,3.49,2.52,38%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/EE-Nutmeg-Whole-100g.jpg
,EE exGreen Fennel Seeds 100g,1,0,,,,,zero-rate,1,12,2,1,,1.29,0.91,42%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/EE-exGreen-Fennel-Seeds-300g.jpg
,EE Kasoori Methi 100g,1,0,,,,,zero-rate,1,3,2,1,,0.99,0.56,77%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/EE-Kasoori-Methi-100g.jpg
,Uthara Chilli Stemless  Whole 100G,1,0,,,,,zero-rate,1,1,2,1,,1.59,1.29,23%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/images-2-3.jpeg
,Uthara Chilli Stemless  Whole 200G,1,0,,,,,zero-rate,0,0,2,1,,2.99,2.25,33%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/images-2-2.jpeg
,Saras Kalonji Seeds 300G,1,0,,,,,zero-rate,1,5,2,1,,2.99,1.19,151%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/download-2-3.jpeg
,Uthara Shahi ajwain 200G,1,0,,,,,zero-rate,1,3,2,1,,2.99,2.199,36%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/download-21.jpeg
,Uthara Red Chilli Whole With Stem 100Gm,1,0,,,,,zero-rate,0,0,2,1,,1.99,1.13,76%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/images-4.jpeg
,Saras Saffron 1G,1,0,,,,,zero-rate,1,4,2,1,,2.25,1.08,108%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/images-2-1.jpeg
,Sk Ajwain (Vamu) 100G,1,0,,,,,zero-rate,1,5,2,1,,0.99,0.5,98%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/10/download-9.jpeg
,Natures Cinnamon Quills 100g,1,0,,,,,zero-rate,1,5,2,1,,2.99,1.99,50%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/12/Natures-Cinnamon-Quills-100g.jpg
,EE Black Cardamom (Elachi) 50g,1,0,,,,,zero-rate,1,5,2,1,,1.99,1.2775,56%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/12/EE-Black-Cardamom-Elachi-50g.webp
,EE Chilli Powder Extra Hot 400g,1,0,,,,,zero-rate,1,4,2,1,,2.99,2.34,28%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/12/EE-Chilli-Powder-Extra-Hot-400g.webp
,EE Poppy Seeds 100g,1,0,,,,,zero-rate,1,4,2,1,,1.39,0.99,40%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/12/EE-Poppy-Seeds-100g.jpg
,SK Sweet Fennel Seeds 175G,1,0,,,,,vat-20,1,5,2,1,,1.99,1.04,91%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2023/06/Natco-Sweet-Fennel-Seeds-300G.jpg
,Village Mace (Japathri) 50g,1,0,,,,,zero-rate,1,5,2,1,,3.29,2.49,32%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2024/01/download-22.jpeg
,Village Cardamom Powder (Elachi) 100g,1,0,,"Fragrant, refreshing, sweet and peppery flavor. Used in curries, rice dishes and in some alcoholic beverages. Can be chewed to freshen the breath.",,,zero-rate,1,5,2,1,,2.99,2.1,42%,Spices > Whole Spices,https://desismart.co.uk/wp-content/uploads/2024/01/download-23.jpeg
,Jaimin Dry Fruit Chikki 100G,1,0,,,,,zero-rate,0,0,2,1,,1.99,0.92,116%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/04/Jaimin-Dry-Fruit-Chikki-100g.webp
,Agririch Black Raisins (Kismis) 250G,1,0,,,,,zero-rate,1,70,2,1,,1.49,1.05,42%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2022/10/Agri_Black_Kismis.jpeg-removebg-preview.png
,Shivi Peanut Chikki 100G,1,0,,,,,zero-rate,0,0,2,1,,0.99,0.79,25%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Shivi-Peanut-Chikki-100G-scaled.webp
,Shivi Sesame Chikki 80G,1,0,,,,,zero-rate,0,0,2,1,,0.99,0.75,32%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2022/06/Sesame-Chikki.jpeg
,Agririch Raisins (Kismis) 100G,1,0,,,,,zero-rate,1,127,2,1,,0.89,0.45,98%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2022/10/Agri_Kismis-removebg-preview.png
,Kailas Chatpati Bhel Chat (Family Pack) 275G,1,0,,,,,zero-rate,1,10,2,1,,1.99,1.4,42%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2022/11/Bhel.jpeg
,Haldiram Soan Papdi 250G,1,0,,,,,zero-rate,0,0,2,1,,2.49,1.75,42%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Haldiram-Soan-Papdi-250G.webp
,Jaimin Soan Papdi 250G,1,0,,,,,zero-rate,0,0,2,1,,2.49,1.46,71%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Jaimin-Soan-Papdi-250G.jpeg
,Regal Fruit Cake Slice 7Pk,1,0,,,,,zero-rate,0,0,2,1,,1.59,1.2,33%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Regal-Fruit-Cake-Slice-7Pk.webp
,Chheda'S Kachori 170G,1,0,,,,,zero-rate,0,0,2,1,,1.49,0.85,75%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2022/11/ChhedasKachori170G.jpg
,Chheda'S Mini Bhakarwadi 170G,1,0,,,,,zero-rate,0,0,2,1,,1.49,0.9,66%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2022/11/Bhakarwadi.jpg
,Cofresh Bombay Mix Hot 325G,1,0,,,,,zero-rate,0,0,2,1,,1.49,0.75,99%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/05/COFRESH-BOMBAY-MIX-HOT-325G.webp
,Cofresh Gujarati Mix 325G,1,0,,,,,zero-rate,0,0,2,1,,1.49,0.89,67%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/05/COFRESH-GUJARATI-MIX-325G.webp
,Regal Puff Finger 200G,1,0,,,,,zero-rate,0,0,2,1,,1.45,1.05,38%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/05/REGAL-PUFF-FINGER-200g.jpg
,Ritz Original 200G,1,0,,,,,zero-rate,1,5,2,1,,1.39,1.14,22%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/05/RITZ-ORIGINAL-200G.webp
,Df Choco Fills Luxuria 150G,1,0,,,,,zero-rate,1,5,2,1,,1.29,0.99,30%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/05/DF-CHOCO-FILLS-LUXURIA-150G.jpg
,Df Choco Meltz Luxuria 150G,1,0,,,,,zero-rate,1,3,2,1,,1.29,0.99,30%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/05/DF-CHOCO-MELTZ-LUXURIA-150G.png
,Df Choco Nut Fills 150G,1,0,,,,,zero-rate,1,8,2,1,,1.29,0.99,30%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/05/DF-CHOCO-NUT-FILLS-150G.webp
,Tago Wafer Cocoa Crm 150G,1,0,,,,,zero-rate,1,5,2,1,,1.19,0.77,55%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/05/TAGO-WAFER-COCOA-CRM-150g-1.jpg
,Oreo Snack Pack 66G,1,0,,,,,zero-rate,1,3,2,1,,0.69,0.47,47%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Oreo-Snack-Pack-66G.jpeg
,Cadbury Wispa Stickpack 27G,1,0,,,,,zero-rate,1,5,2,1,,0.49,0.29,69%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Cadbury-Wispa-Stickpack-27G.jpg
,Jacks Sltd Cashew Nuts 45G,1,0,,,,,vat-20,0,0,2,1,,1,0.7,43%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/04/Jacks-Sltd-Cashew-Nuts-45g.webp
,Kp Dry Roasted Peanuts 65G,1,0,,,,,vat-20,1,5,2,1,,1,0.9261,8%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Kp-Dry-Roasted-Peanuts-65G.webp
,Kp Original Salted Peanuts 65G,1,0,,,,,vat-20,1,5,2,1,,1,0.9261,8%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Kp-Original-Salted-Peanuts-65G.webp
,Kp Salt & Vinegar Peanuts 65G,1,0,,,,,vat-20,1,5,2,1,,1,0.9261,8%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Kp-Salt-Vinegar-Peanuts-65G.webp
,Cofresh Khatta Meetha 200g,1,0,,,,,zero-rate,1,5,2,1,,1.49,0.87375,71%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Cofresh-Khatta-Meetha-200g.jpg
,Cofresh Green Peas Spicy 200g,1,0,,,,,zero-rate,1,5,2,1,,1.49,0.56125,165%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Cofresh-Green-Peas-Spicy-200g.jpg
,Bikano Boondi Laddu 400g,1,0,,,,,zero-rate,1,4,2,1,,3.99,2.83,41%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Bikano-Boondi-Laddu-400g.jpeg
,Bikano Kaju Dhoda Burfi 400g,1,0,,,,,zero-rate,1,5,2,1,,3.99,2.83,41%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Bikano-Kaju-Dhoda-Burfi-400g.jpeg
,Bikano Panjeeri Laddu 400g,1,0,,,,,zero-rate,1,5,2,1,,3.99,2.83,41%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Bikano-Panjeeri-Laddu-400g.jpeg
,Bikano Soan Papdi 250g,1,0,,,,,zero-rate,1,5,2,1,,2.99,2,50%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Bikano-Soan-Papdi-250g.gif
,Bikano Kurkuri Bhujia 200g,1,0,,,,,zero-rate,1,3,2,1,,1.29,0.6,115%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/download.jpg
,Bikano Natkhat Nimbu 200g,1,0,,,,,zero-rate,1,1,2,1,,0.99,0.6,65%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Bikano-Natkhat-Nimbu-200g.webp
,Bikano Khatta Meetha 200g,1,0,,,,,zero-rate,0,0,2,1,,0.99,0.6,65%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Bikano-Khatta-Meetha-200g.webp
,Bikano Lalawab Mixture 200g,1,0,,,,,zero-rate,0,0,2,1,,0.99,0.6,65%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Bikano-Lalawab-Mixture-200g.png
,CMF Calcutta Mitha Pan 90gm (15Units),1,0,,,,,zero-rate,0,0,2,1,,4.99,3.5,43%,Sweets & Savouries,"https://desismart.co.uk/wp-content/uploads/2023/06/CMF-Calcutta-Mitha-Pan-90gm-6pcs-1.jpg, https://desismart.co.uk/wp-content/uploads/2023/06/calcutta-mitha-paan-90gm-2.jpg"
,CMF Royal Maghai Pan 90gm (15 Units),1,0,,,,,zero-rate,1,2,2,1,,4.99,3.5,43%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/CMF-Royal-Maghai-Pan-90gm-6pcs.jpg
,Jabsons Till (Sesame) Laddu 210G,1,0,,,,,zero-rate,0,0,2,1,,2.49,1.65,51%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/06/Jabsons-Till-Sesame-Laddu.png
,Haldirams Dry Petha 400gm,1,0,,,,,vat-20,0,0,2,1,,3.49,2.748,27%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/07/Haldirams-Dry-Petha-400gm.webp
,Grand Sweets Athirasam (Ariselu) 225g,1,0,,,,,zero-rate,0,0,2,1,,2.49,1.6,56%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/08/Athirasam-Ariselu-225g.webp
,Grand Sweet's Chegodi 200g,1,0,,,,,zero-rate,0,0,2,1,,2.49,1.69,47%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/08/Grand-Sweets-Chegodi-200g.jpeg
,Bello Artizano Wafer chocolate 100g,1,0,,,,,zero-rate,1,5,2,1,,0.75,0.39,92%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/08/download-1.jpeg
,Bello Artizano Wafer Strawberry 100g,1,0,,,,,zero-rate,1,5,2,1,,0.75,0.39,92%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/08/Bello-Artizano-Wafer-Strawberry-100g.jpeg
,Bikano Chana Masala 200g,1,0,,,,,zero-rate,0,0,2,1,,0.99,0.65,52%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/08/Bikano-Chana-Masala-200g.jpeg
,Bikano Bikaneri Bhujia 200g,1,0,,,,,zero-rate,1,3,2,1,,1.29,0.65,98%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/08/download-1.jpg
,Haldiram Soan Papdi 500g,1,0,,,,,zero-rate,1,3,2,1,,4.99,2.99,67%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/09/Haldiram-Soan-Papdi-500g.webp
,Haldirams Aloo Bhujia 200G,1,0,,,,,zero-rate,1,3,2,1,,1.5,0.94,60%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/09/Haldirams-Aloo-Bhujia-200G.jpg
,Haldirams Boondi Plain 200G,1,0,,,,,zero-rate,1,3,2,1,,1.49,0.94,59%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/09/Haldirams-Boondi-Plain-200G.webp
,Haldirams Gulab Jamun Tin 1Kg,1,0,,,,,zero-rate,1,3,2,1,,6.49,3.99,63%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/09/Haldirams-Gulab-Jamun-Tin-1Kg.jpeg
,Haldirams Rasgulla Tins 1Kg,1,0,,,,,zero-rate,1,5,2,1,,5.99,3.99,50%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/09/Haldirams-Rasgulla-Tins-1Kg.jpeg
,Haldirams Rasmalai Tins 1Kg,1,0,,,,,zero-rate,1,3,2,1,,5.99,3.99,50%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/09/Haldirams-Rasmalai-Tins-1Kg.jpeg
,Jaimin Imli Pani 500Ml,1,0,,,,,zero-rate,1,3,2,1,,2.99,1.79,67%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/09/Jaimin-Imli-Pani-500Ml.webp
,Jaimin Nylon/Thin Sev 200G,1,0,,,,,zero-rate,1,2,2,1,,1.49,0.91,64%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/09/Jaimin-Nylon-Thin-Sev-200G.jpeg
,Jaimin Pani Puri Kit 440G,1,0,,,,,zero-rate,1,5,2,1,,4.99,2.99,67%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/09/Jaimin-Pani-Puri-Kit-440G.jpg
,Js Rstd Khari Sing 400g,1,0,,,,,vat-20,1,5,2,1,,3.75,1.2,213%,Sweets & Savouries,
,Jbs Peanut Laddu 210g,1,0,,,,,vat-20,1,5,2,1,,2.49,1.55,61%,Sweets & Savouries,
,Chhedas Samosa 170g,1,0,,,,,zero-rate,1,1,2,1,,1.99,0.9,121%,Sweets & Savouries,
,GS Mullu Murukulu 175g,1,0,,,,,zero-rate,1,5,2,1,,2.29,1.6,43%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Mullu-Murugulu.jpg
,Cofresh Balti Mix 200gm,1,0,,,,,zero-rate,1,4,,1,,1.49,0.62,140%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/download-3.jpeg
,Topop Alum (Fatakdi) Slab 100G,1,0,,,,,vat-20,1,5,2,1,,0.99,0.36,175%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Topop-Alum-Fatakdi-Slab-100G.jpeg
,Natco Bhel Puri Kit 500G,1,0,,,,,zero-rate,1,4,2,1,,3.49,2.5,40%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/download-30-1.jpeg
,Saras Bhakri Chly Coriander 180G,1,0,,,,,zero-rate,1,5,2,1,,1.29,0.79,63%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Saras-Bhakri-Chly-Coriander-180G.jpg
,Saras Bhakri Methi 180G,1,0,,,,,zero-rate,1,5,2,1,,1.29,0.79,63%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Saras-Bhakri-Methi-180G.jpg
,Rajnigandha Tin,1,0,,,,,zero-rate,1,5,2,1,,4.49,3.2,40%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Rajnigandha-Tin.jpeg
,Pan Parag 100Gm,1,0,,,,,zero-rate,1,5,2,1,,4.99,3.2,56%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Pan-Parag-100Gm.jpeg
,E/Pop Micro P/Corn Swt&Sltd 80G,1,0,,,,,zero-rate,1,5,2,1,,0.75,0.37,103%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/swet-nd-sa.jpeg
,E/Pop Micro P/Corn Swt 100G,1,0,,,,,zero-rate,1,5,2,1,,0.75,0.37,103%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/swt.jpg
,Saras Pudina Bhel Cup 100G,1,0,,,,,zero-rate,1,5,2,1,,1.49,0.83,80%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Saras-Pudina-Bhel-Cup-100G.jpeg
,Saras Schezwan Bhel Cup 100G,1,0,,,,,zero-rate,1,5,2,1,,1.49,0.83,80%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Saras-Schezwan-Bhel-Cup-100G.jpeg
,Haldirams Nuts & Raisins Mixture 200G,1,0,,,,,zero-rate,0,0,2,1,,1.5,0.99,52%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Haldirams-Nuts-Raisins-Mixture-200G.jpg
,Haldirams Kaju Mixture 200G,1,0,,,,,zero-rate,1,4,2,1,,2.09,1.59,31%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/Haldirams-Kaju-Mixture-200G.jpg
,Saras Shahi Jeera 50G,1,0,,,,,zero-rate,1,5,2,1,,1.29,0.59,119%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/images-8.jpeg
,Haldirams Methai Peda 300Gm,1,0,,,,,zero-rate,0,0,2,1,,4.99,3.59,39%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/download-14-1.jpeg
,Haldirams Kaju Roll 300Gm,1,0,,,,,zero-rate,0,0,2,1,,5.99,4.49,33%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/images-1-2.jpeg
,Saras Diet Chakli 200G,1,0,,,,,zero-rate,1,5,2,1,,1.49,0.79,89%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/SARAS-CHAKOLI-DIET-200g-1.jpg
,Saras Sev Puri Kit 500G,1,0,,,,,zero-rate,1,5,2,1,,3.29,2.2,50%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/images-1-1.jpeg
,Sk Achappam,1,0,,,,,zero-rate,1,4,2,1,,1.99,1.2,66%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/images-3.jpeg
,A2B Gulab Jamun Tin 1Kg,1,0,,,,,zero-rate,1,4,2,1,,4.99,3.25,54%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2023/10/download-5-2.jpeg
,Kaju Katli  (Kaju Barfi) 250g,1,0,,,,,zero-rate,0,0,2,1,,4.49,2.99,50%,Sweets & Savouries,"https://desismart.co.uk/wp-content/uploads/2024/01/download-34.jpeg, https://desismart.co.uk/wp-content/uploads/2023/08/Sunundalu-1-1.jpg"
,Besan Laddoo 200g,1,0,,,,,zero-rate,0,0,2,1,,3.99,2.99,33%,Sweets & Savouries,"https://desismart.co.uk/wp-content/uploads/2024/01/images-5.jpeg, https://desismart.co.uk/wp-content/uploads/2023/08/Sunundalu-1-1.jpg"
,Motichoor Laddoo 200g,1,0,,,,,zero-rate,1,4,2,1,,3.99,2.99,33%,Sweets & Savouries,"https://desismart.co.uk/wp-content/uploads/2024/01/download-35.jpeg, https://desismart.co.uk/wp-content/uploads/2023/08/Sunundalu-1-1.jpg"
,Malai Mysorepak 200g,1,0,,,,,zero-rate,1,3,2,1,,3.99,2.99,33%,Sweets & Savouries,"https://desismart.co.uk/wp-content/uploads/2024/01/download-36.jpeg, https://desismart.co.uk/wp-content/uploads/2023/08/Sunundalu-1-1.jpg"
,Kalakhand (Milk Cake) 200g,1,0,,,,,zero-rate,1,3,2,1,,3.99,2.99,33%,Sweets & Savouries,"https://desismart.co.uk/wp-content/uploads/2024/01/Kalakhand-removebg.png, https://desismart.co.uk/wp-content/uploads/2023/08/Sunundalu-1-1.jpg"
,Bikano Chana Dal 200g,1,0,,,,,zero-rate,1,3,2,1,,1.29,0.65,98%,Sweets & Savouries,"https://desismart.co.uk/wp-content/uploads/2024/02/61HNJvoNYhL.jpg, https://desismart.co.uk/wp-content/uploads/2024/02/61HNJvoNYhL-1.jpg"
,Bikano Dal Moth 200g,1,0,,,,,zero-rate,1,3,2,1,,1.29,0.65,98%,Sweets & Savouries,https://desismart.co.uk/wp-content/uploads/2024/02/download-2-2.jpg
,Mcv Milk C/Hobnob 262G,1,0,,,,,zero-rate,1,5,2,1,,1.75,1,75%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/06/Mcv-Milk-C-Hobnob-262G.jpeg
,Mcv Milk Choc Dig 266G,1,0,,,,,zero-rate,1,5,2,1,,1.75,1.02,72%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/06/Mcv-Milk-Choc-Dig-266G.jpeg
,Mcv Digestive 400G,1,0,,,,,zero-rate,1,4,2,1,,1.59,0.95,67%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/06/Mcv-Digestive-400G.jpeg
,Mcv Rich Tea 300G,1,0,,,,,zero-rate,1,5,2,1,,1.59,0.95,67%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/06/Mcv-Rich-Tea-300G.jpeg
,Karachi Bakery Osmania Biscuits 400G,1,0,,,,,zero-rate,1,6,2,1,,4.49,2.99,50%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2022/11/K-Osma-Fruit.png
,Karachi Bakery Fruit Biscuits 400G,1,0,,,,,zero-rate,1,1,2,1,,4.49,2.99,50%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2022/06/Karachi-Biscuits.jpg
,Karachi Bakery Cashew Biscuits 400G,1,0,,,,,zero-rate,1,4,2,1,,4.49,2.99,50%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/06/Cashew.jpg
,Karachi Bakery Dry Fruit Biscuits 400G,1,0,,,,,zero-rate,1,3,2,1,,4.49,2.99,50%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/06/dryfruit.webp
,Britannia Good Day Pista & Almond Biscuits 216G,1,0,,"Made with the goodness of almonds, soft yet crunchy cashew, and delighTFul pistachios, this cookie provides the superlative Nutty experience.",,,zero-rate,1,3,2,1,,2.49,1.36,83%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2022/06/pista-almond-216g-removebg-preview.png
,Britannia Black Seed Digestive 350G,1,0,,,,,zero-rate,1,12,2,1,,2.25,1.6,41%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/04/Britannia-Black-Seed-Digestive-350g.jpg
,Britannia Good Day Cashew Biscuits 2pc,1,0,,"<p class=""p1"">Delicious crunchy cookies made with rich cashews. These melt in mouth cookies with their delicious nutty taste are perfect with a cup of tea or to satisfy those mid-meal hunger pangs. Perfect companion for your tea.</p>\n<p class=""p2"">It is crisp in texture and has a wholesome buttery taste. It is perfect for those midday hunger pangs and pairs best with a hot cup of tea or coffee. With the abundance of nuts on the surface and a great new taste.</p>",,,zero-rate,1,4,2,1,,2.2,1.75,26%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2022/06/cashews-216g-removebg-preview.png
,Britannia Cream Treat Bourbon Biscuits 100G,1,0,,"Britannia Bourbon is all about showing off your wickedly smooth side. It has always been the chocolate lover’s favorite guilt trip. One bite of this smooth, luscious chocolate cream enveloped in crunchy, sugary chocolate biscuit and the smooth operator in you will be unleashed! Smooth chocolate cream spread in between crunchy chocolate biscuits topped with sugar crystals, best relished in the company of your craziest, naughtiest friends, as you spend hours gossiping and planning your next trick. We have a Pocket Pack, a Hangout Pack and a Party Pack!",,,zero-rate,1,50,2,1,,0.99,0.56,77%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2022/06/britania-cream-treat-bourbon-100g-removebg-preview.png
,Britannia Little Hearts 75G,1,0,,,,,zero-rate,1,50,2,1,,0.99,0.65,52%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/04/Britannia-Little-Hearts-75g.webp
,Britannia 50-50 Sweet & Salty Biscuits 62G,1,0,,"<em>Britannia 50-50</em> Sweet & Salty is a fun mix of two completely opposite flavors, a biscuit that is deliciously sweet and scrumptiously salty.",,,zero-rate,1,105,2,1,,0.79,0.44,80%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2022/06/britania-50-50-removebg-preview.png
,Britannia Good Day Butter 72G,1,0,,,,,zero-rate,1,48,2,1,,0.75,0.42,79%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/04/Britannia-Goodday-Butter-72g.webp
,Britannia Good Day Cashew 72G,1,0,,,,,zero-rate,1,41,2,1,,0.75,0.42,79%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/04/Britannia-Goodday-Cashew-72g.webp
,Britannia Good Day Pista & Almond 72G,1,0,,,,,zero-rate,1,35,2,1,,0.75,0.42,79%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/04/Britannia-Goodday-Pista-Badam-72g.webp
,Britannia Nicetime 80G,1,0,,,,,zero-rate,1,18,2,1,,0.75,0.42,79%,Sweets & Savouries > Biscuits,https://desismart.co.uk/wp-content/uploads/2023/04/Britannia-Nicetime-80g.webp
