product_id,Name,Published,Is_featured?,Short_description,Description,Date_sale price_starts,Date_sale_price_ends,Tax_class,In_stock,Stock,Low_stock_amount,Allow_customer_reviews,Sale_price,Regular_price,Cost,Margin,Categories,product_image
200301,7Up Nimbo Mas Drink 250Ml,0,0,,,,,vat-20,0,0,2,1,,1.49,0.732,104%,Beverages,https://desismart.co.uk/wp-content/uploads/2023/10/download-23-1.jpeg
200302,Perrier Sparkling Water 750Ml,0,0,,,,,vat-20,1,5,2,1,,1.75,1.092,60%,Beverages,https://desismart.co.uk/wp-content/uploads/2023/10/download-22-1.jpeg
200303,Frooti 125Ml,0,0,,,,,vat-20,1,5,2,1,,0.69,0.336,105%,Beverages,https://desismart.co.uk/wp-content/uploads/2023/10/download-32-1.jpeg
200304,Limca P Bottles 750Ml,0,0,,,,,vat-20,1,5,2,1,,1.99,0.996,100%,Beverages,https://desismart.co.uk/wp-content/uploads/2023/10/download-34.jpeg
200305,Mogu Mogu Guava 320Ml,0,0,,,,,vat-20,1,5,2,1,,1.29,0.792,63%,Beverages,https://desismart.co.uk/wp-content/uploads/2023/10/download-13-2.jpeg
200306,Mirinda Can 330Ml,0,0,,,,,vat-20,1,5,2,1,,0.99,0.348,184%,Beverages,https://desismart.co.uk/wp-content/uploads/2023/10/download-5-3.jpeg
200307,Thumps Up 750Ml,0,0,,,,,zero-rate,0,0,2,1,,1.69,0.83,104%,Beverages,https://desismart.co.uk/wp-content/uploads/2023/10/download-14.jpeg
200308,Evian Water 1.5L,0,0,,,,,vat-20,1,5,2,1,,0.84,1.49,-44%,Beverages,https://desismart.co.uk/wp-content/uploads/2024/01/download-24.jpeg
200309,Brooke Bond Red Label Tea 450g,1,0,,,,,zero-rate,0,0,2,1,,5.49,3.75,46%,Beverages > Tea & Coffee,https://desismart.co.uk/wp-content/uploads/2023/07/Brooke-Bond-Red-Label-Tea-450g.jpg
200310,Samahan Tea Bags 30,1,0,,,,,zero-rate,0,0,2,1,,5.99,4.25,41%,Beverages > Tea & Coffee,https://desismart.co.uk/wp-content/uploads/2023/07/Samahan-Tea-Bags-30.jpg
200311,Lipton Ice Tea Peach 500ml,1,0,,,,,vat-20,1,6,2,1,,1.25,0.669,87%,Beverages > Tea & Coffee,https://desismart.co.uk/wp-content/uploads/2023/07/Lipton-Ice-Tea-Peach-500ml-x-12.webp
200312,Lipton Ice Tea Lemon 500ml,1,0,,,,,vat-20,1,6,2,1,,1.25,0.669,87%,Beverages > Tea & Coffee,https://desismart.co.uk/wp-content/uploads/2023/07/Lipton-Ice-Tea-Lemon-500ml.webp
200313,Bru Instant Coffee 200G,1,0,,,,,zero-rate,1,1,2,1,,8.99,5.99,50%,"Beverages > Tea & Coffee, Groceries > Tea & Coffee",https://desismart.co.uk/wp-content/uploads/2022/06/Bru_Instant-removebg-preview.png
200314,Bru Green Label Filter Coffee 500G,1,0,,,,,zero-rate,0,0,2,1,,5.99,3.99,50%,"Beverages > Tea & Coffee, Groceries > Tea & Coffee","https://desismart.co.uk/wp-content/uploads/2022/06/Bru-Green-Label-Filter-Coffee-200g-1.jpg, https://desismart.co.uk/wp-content/uploads/2022/06/Bru-Green-Label-Filter-Coffee-200g-2.jpg, https://desismart.co.uk/wp-content/uploads/2022/06/Bru-Green-Label-Filter-Coffee-200g-3.jpg"
200315,Tetley Green Tea Lemon 20S,1,0,,,,,zero-rate,1,5,2,1,,1.75,1.0725,63%,"Beverages > Tea & Coffee, Groceries > Tea & Coffee",https://desismart.co.uk/wp-content/uploads/2023/05/Tetley-Green-Tea-Lemon-20s.jpeg
200316,Tetley T/Bags 40S,1,0,,,,,zero-rate,1,4,2,1,,1.59,0.83,92%,"Beverages > Tea & Coffee, Groceries > Tea & Coffee",https://desismart.co.uk/wp-content/uploads/2023/05/TETLEY-T-BAGS-40S.jpeg
200317,Lifestyle Cappuccino 112G,1,0,,,,,zero-rate,1,5,2,1,,1.19,0.88125,35%,"Beverages > Tea & Coffee, Groceries > Tea & Coffee",https://desismart.co.uk/wp-content/uploads/2023/06/Lifestyle-Cappuccino-Sweetened-Sachets-8pk.png
200318,Brooke Bond Natural Red Label Tea 500g,1,0,,,,,zero-rate,1,4,2,1,,6.49,4.5,44%,"Beverages > Tea & Coffee, Groceries > Tea & Coffee",https://desismart.co.uk/wp-content/uploads/2023/09/Brooke-Bond-Natural-Red-Label-Tea-500g.jpg
200319,Tea India Ginger Chai 100g,1,0,,,,,zero-rate,1,4,2,1,,3.49,2.25,55%,"Beverages > Tea & Coffee, Groceries > Tea & Coffee",https://desismart.co.uk/wp-content/uploads/2024/03/download.webp
200320,Cherry Coke 330Ml,0,0,,,,,vat-20,1,24,2,1,0.75,0.95,0.6,58%,"Beverages, Sale",https://desismart.co.uk/wp-content/uploads/2023/04/Cherry-Coke-330ml.jpg
200321,Cherry Coke 330Ml 2pcs,0,0,,,,,vat-20,1,24,2,1,1.4,1.8,1.2,50%,"Beverages, Sale",https://desismart.co.uk/wp-content/uploads/2023/04/Cherry-Coke-330ml.jpg
200322,Weetabix 24Pk,0,0,,,,,zero-rate,1,10,2,1,,3.89,2.78,40%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/04/Weetabix-24pk.webp
200323,Kelloggs Coco Pops 480G,0,0,,,,,zero-rate,1,5,2,1,,3.29,2.35,40%,Breakfast,
200324,Kelloggs Crunchy Nut 500G,0,0,,,,,zero-rate,1,8,2,1,,3.29,2.46,34%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/04/Kelloggs-Crunchy-Nut-500g.webp
200325,Kelloggs Frosties 500G,0,0,,,,,zero-rate,1,8,2,1,,3.29,2.46,34%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/04/Kelloggs-Frosties-500g.jpg
200326,Kelloggs Rice Krispies 510G,0,0,,,,,zero-rate,1,5,2,1,,3.29,2.47,33%,Breakfast,
200327,Kigs Rice Krispies 510G,0,0,,,,,zero-rate,1,6,2,1,,3.29,2.47,33%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/04/rice-krispies.jpg
200328,Cl 4In Seeded Burger Buns 6X58G,0,0,,,,,zero-rate,0,0,2,1,,2.99,2.1725,38%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/05/CL-4in-Seeded-Burger-Buns-6x58g.jpg
200329,Kellogg's Crunchy Nut Granola 380G,0,0,,,,,zero-rate,1,5,2,1,,2.99,2.3,30%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/06/Granola.jpeg
200330,Kelloggs Cornflakes 500G,0,0,,,,,zero-rate,1,7,2,1,,2.99,2.24,33%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/04/Kelloggs-Cornflakes-500g.jpg
200331,Kelloggs Pop Tarts Choctstic 8 X 48G,0,0,,,,,zero-rate,1,6,2,1,,2.99,2.23,34%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/04/Kelloggs-Pop-Tarts-Choctstic-8-x-48g.jpg
200332,Desi Paneer 226G,0,0,,,,,zero-rate,0,0,2,1,,2.69,1.89,42%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/05/Desi-Paneer-226g.jpg
200333,Clover 500G,0,0,,,,,zero-rate,0,0,2,1,,2.59,2.19875,18%,Breakfast,https://desismart.co.uk/wp-content/uploads/2023/05/Clover-500g-PM259.webp
200334,B St Seeded Burger Buns 6Pc,0,0,,,,,zero-rate,0,0,2,1,,2.49,1.35,84%,Breakfast,
200335,B St Seeded Mega Burger Buns 4Pc,0,0,,,,,zero-rate,0,0,2,1,,2.39,1.35,77%,Breakfast,
200336,Onken Natural Set Yog 450G,0,0,,,,,zero-rate,0,0,2,1,,2.09,1.39,50%,Breakfast,
