Id,Name,Published,Isfeatured,Shortdescription,Description,Datesalepricestarts,Datesalepriceends,TaxClass,Instock,Stock,Lowstockamount,Allowcustomerreviews,SalePrice,Regularprice,CostPrice,Margin,Categories,product_image
200408,Desi S-Mart Urid Gota (Black Gram) 2Kg (1Kg X 2),1,0,,,,,20.01,1,199,2,1,1.5,4.99,3.9,,"Bulk Buy, Groceries > Pulses & Dals",
200409,Village Foxtail Millets (Korralu / Kangni) 2Kg (1Kg X 2),1,0,,,,,20.01,1,10,2,1,1.5,5.99,3.38,,"Bulk Buy, Rice > Millet Rice",
200410,Village Kodo Millets (Arikelu / Kodra) 2Kg (1Kg X 2),1,0,,,,,20.01,1,95,2,1,1.5,5.99,3.38,,"Bulk Buy, Rice > Millet Rice",
200411,Village Little Millets (Samalu) 2Kg (1Kg X 2),1,0,,,,,20.01,0,0,2,1,1.5,5.29,3.38,,"Bulk Buy, Rice > Millet Rice",
200412,Srilalitha Sona Masoori Brown Rice 10Kg (5Kg X 2),1,0,,,,,20.01,0,0,2,1,1.5,18.49,13.18,,"Bulk Buy, Rice > Single Polished, Rice > Sona Masoori Rice",
200413,Maggie Masala Noodles 700G (70G X 10) BBD- 06/23,1,0,,,,,20.01,0,0,2,1,1.5,3.99,2.6,,"Bulk Buy, Sale",
200414,Yippee Noodles 600G (60G X 10) BBD- 07/23,1,0,,,,,20.01,0,0,2,1,1.5,4.25,2.7,,"Bulk Buy, Sale",
200415,Maggie Masala Noodles 210G (70G X 3) BBD- 06/23,1,0,,,,,20.01,0,0,2,1,1.5,1.25,1.3,,"Bulk Buy, Sale",
200416,Yippee Noodles 300G (60G X 5) BBD- 07/23,1,0,,,,,20.01,0,0,2,1,1.5,2.39,1.35,,"Bulk Buy, Sale",
200417,Vandevi Hing (Inguva) 100G (50G X 2),1,0,,,,,20.01,1,13,2,1,1.5,2.99,1.38,,"Bulk Buy, Spices > Herbs",
200418,Agririch Tamarind Slab Pack 1Kg (500G X 2),1,0,,,,,20.01,1,67,2,1,1.5,3.99,2.54,,"Bulk Buy, Spices > Whole Spices",
200419,Agririch Methi Seeds (Menthulu) 500G (250G X 2),1,0,,,,,20.01,1,91,2,1,1.5,1.99,0.92,,"Bulk Buy, Spices > Whole Spices",
200420,Peppa Pig Mallow Pop 30g,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.9324,,Chocolates,
200421,Jelly Bean Machine 55g,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.798,,Chocolates,
200422,KM Flip Phone 30g,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.879,,Chocolates,
200423,Funny Face Light Pop 11g,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.798,,Chocolates,
200424,Kidsmania Froggy Chomp 17g,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.879,,Chocolates,
200425,CCF Sports Flickerz 11g,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.79836,,Chocolates,
200426,Dr Oetker Dark Choc Chips 100g,1,0,,,,,20.01,1,6,2,1,1.5,2.39,1.41,,Chocolates,
200427,Dr Oetker White Choc Chips 100g,1,0,,,,,20.01,1,6,2,1,1.5,2.39,1.5,,Chocolates,
200428,KINDER SURPRISE EGGS 20G,1,0,,,,,20.01,1,10,2,1,1.5,1.09,0.8329,,Chocolates,
200429,Shivi Rice Flakes (Poha) Red 500G X 2,0,0,,,,,20.01,0,0,2,1,1.5,2.99,2.6,,"Clearance, Groceries",
200430,Sakthi Lemon Rice Powder 400G (200G X 2) BBD 01/23,1,0,,,,,20.01,0,0,2,1,1.5,2.99,2.9,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200431,Village Soya Chunks 500G,1,0,,,,,20.01,0,0,2,1,1.5,2.99,2.6,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200432,Zaiqa Haleem (Mutton) 250G,0,0,,,,,20.01,0,0,2,1,1.5,2.49,1.75,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200433,Sakthi Rasam Powder 400G (200G X 2) BBD 01/23,1,0,,,,,20.01,1,3,2,1,1.5,1.99,2.9,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200434,Sakthi Sambar Powder 400G (200G X 2) BBD 01/23,0,0,,,,,20.01,0,0,2,1,1.5,1.99,2.9,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200435,MTR Bisibelebath Masala Powder 100G BBD 12/22,0,0,,,,,20.01,0,0,2,1,1.5,0.99,0.9,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200436,Sakthi Rasam Powder 200G BBD 01/23,1,0,,,,,20.01,1,2,2,1,1.5,0.99,1.45,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200437,Sakthi Sambar Powder 200G BBD 01/23,0,0,,,,,20.01,0,0,2,1,1.5,0.99,1.45,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200438,MTR Gulabjamun Mix 350G (175G X 2) (BBD 02/23),1,0,,,,,20.01,0,0,2,1,1.5,1.99,1.75,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200439,EE Gulabjamun Mix 300g,1,0,,,,,20.01,1,4,2,1,1.5,2.49,1.74,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200440,GRB Gulabjamun Mix 175g BUY1 GET1,1,0,,,,,20.01,1,2,2,1,1.5,2.29,1.49,,"Clearance, Groceries > Attas & Flours > Ready / Instant Mix",
200441,TF Pudina Karam Podi 100G (Buy 1 Get 1 Free) BBD 03/23,1,0,,,,,20.01,0,0,2,1,1.5,1.29,0.95,,"Clearance, Pickles > Karam Podi",
200442,TF Avisaginjala (Flax Seeds) Karam Podi 100G (1+1) BBD 03/23,0,0,,,,,20.01,0,0,2,1,1.5,1.25,0.95,,"Clearance, Pickles > Karam Podi",
200443,TF Kakara Karam Podi 100G (Buy 1 Get 1 Free) BBD 02/23,0,0,,,,,20.01,0,0,2,1,1.5,0.99,0.95,,"Clearance, Pickles > Karam Podi",
200444,TF Kandi Karam Podi 100G (Buy 1 Get 1 Free) BBD 02/23,1,0,,,,,20.01,0,0,2,1,1.5,0.99,0.95,,"Clearance, Pickles > Karam Podi",
200445,TF Munagaku Karam Podi 100G BBD 04/23,1,0,,,,,20.01,0,0,2,1,1.5,0.99,0.95,,"Clearance, Pickles > Karam Podi",
200446,TF Nuvvula Karam Podi 100G (Buy 1 Get 1 Free) BBD 03/23,0,0,,,,,20.01,0,0,2,1,1.5,0.99,0.95,,"Clearance, Pickles > Karam Podi",
200447,TF Putnala Karam Podi (Fried Gram Powder) 100G (Buy 1 Get 1 Free) BBD 03/23,1,0,,,,,20.01,0,0,2,1,1.5,0.99,0.95,,"Clearance, Pickles > Karam Podi",
200448,MTR Rasam Powder 200G BBD Nov 22,1,0,,,,,20.01,1,3,2,1,1.5,1.75,1.58,,"Clearance, Spices > Ground Spices, Groceries > Attas & Flours > Ready / Instant Mix",
200449,MTR Vangi Bhath Powder 100g BBD 12/22,1,0,,,,,20.01,1,7,2,1,1.5,1,1,,"Clearance, Spices > Ground Spices, Groceries > Attas & Flours > Ready / Instant Mix",
200450,Baby Chicken 1pc,0,0,,,,,20.01,1,4,2,1,1.5,4,3,,Fresh Butcher,
200451,Baby Chicken 3pc,0,0,,,,,20.01,1,5,2,1,1.5,11,9,,Fresh Butcher,
200452,Chicken Brest Per kg,0,0,,,,,20.01,1,5,2,1,1.5,6,4,,Fresh Butcher,
200453,Chicken Leg Boneless Per kg,0,0,,,,,20.01,1,5,2,1,1.5,5.5,3.5,,Fresh Butcher,
200454,Chicken Legs Per kg,0,0,,,,,20.01,1,5,2,1,1.5,2.5,2,,Fresh Butcher,
200455,Chicken Wings Per kg,0,0,,,,,20.01,1,5,2,1,1.5,2.5,2,,Fresh Butcher,
200456,Chicken Niblets Per kg,0,0,,,,,20.01,1,4,2,1,1.5,3,2,,Fresh Butcher,
200457,Chicken Big Per kg,0,0,,,,,20.01,1,5,2,1,1.5,5.5,4,,Fresh Butcher,
200458,Chicken Mince Per kg,0,0,,,,,20.01,1,5,2,1,1.5,4.5,3,,Fresh Butcher,
200459,Mutton Leg Per kg,0,0,,,,,20.01,1,5,2,1,1.5,8,5,,Fresh Butcher,
200460,Mutton Shoulder Per kg,0,0,,,,,20.01,1,5,2,1,1.5,7.5,4.5,,Fresh Butcher,
200461,Mutton Mince Per kg,0,0,,,,,20.01,1,5,2,1,1.5,4.5,3,,Fresh Butcher,
200462,Lamb Leg Per kg,0,0,,,,,20.01,1,5,2,1,1.5,13,10,,Fresh Butcher,
200463,Lamb Shoulder Per kg,0,0,,,,,20.01,1,5,2,1,1.5,12.5,10,,Fresh Butcher,
200464,Lamb Mince Per kg,0,0,,,,,20.01,1,5,2,1,1.5,5,3.5,,Fresh Butcher,
200465,Gongura (Pitwaa / Sorrel) Bunch,1,0,,,,,20.01,1,3,2,1,1.5,3.49,1.99,,Fruits & Veggies > Leafy Vegetables,
200466,Malabar Spinach (Bachali) Bunch,0,0,,,,,20.01,0,0,2,1,1.5,2.99,1.38,,Fruits & Veggies > Leafy Vegetables,
200467,Spinach Bunch,0,0,,,,,20.01,0,0,,1,1.5,1.49,0.63,,Fruits & Veggies > Leafy Vegetables,
200468,Ponnaganti Koora (Ponnonkanni Keerai / Water Amaranth) Bunch,1,0,,,,,20.01,1,4,2,1,1.5,3.49,1.99,,Fruits & Veggies > Leafy Vegetables,
200469,Thotakura (Mulaikkira/ Amaranth / Chauli) Bunch,1,0,,,,,20.01,1,1,2,1,1.5,3.49,1.99,,Fruits & Veggies > Leafy Vegetables,
200470,Mangoes Banginapalli Box ~2.8-3.0kgs,1,0,,,,,20.01,1,4,2,1,1.5,23.99,18,,Fruits & Veggies > Seasonal Fruits,
200471,Mangoes Daseri Box ~2.5Kgs,0,0,,,,,20.01,0,0,2,1,1.5,14.49,13,,Fruits & Veggies > Seasonal Fruits,
200472,Indian Guava (Approx 400 - 600g),0,0,,,,,20.01,0,,,1,1.5,3.49,7,,Fruits & Veggies > Seasonal Fruits,
200473,Papaya Yellow Ripped (1.2 - 1.5kgs),0,0,,,,,20.01,0,,,1,1.5,6.99,5.5,,Fruits & Veggies > Seasonal Fruits,
200474,Watermelon 1Pc,0,0,,,,,20.01,0,,,1,1.5,4.99,3,,Fruits & Veggies > Seasonal Fruits,
200475,Royal Gala Apple 1Pc,0,0,,,,,20.01,0,0,2,1,1.5,0.3,0.19,,Fruits & Veggies > Seasonal Fruits,
200476,Custard Apples Box (2.50 - 2.75kgs),0,0,,,,,20.01,0,0,,1,1.5,19.99,15,,Fruits & Veggies > Seasonal Fruits,
200477,Mangoes Kesar Box ~2.8-3.0kgs,1,0,,,,,20.01,1,9,2,1,1.5,23.99,18,,Fruits & Veggies > Seasonal Fruits,
200478,Mangoes Alphonso Box ~2.8-3.0kgs,1,0,,,,,20.01,1,6,2,1,1.5,23.99,18,,Fruits & Veggies > Seasonal Fruits,
200479,Hz Baked Beanz Tin 4 X 415G,1,0,,,,,20.01,0,0,2,1,1.5,3.99,3.19,,Fruits & Veggies > Tinned,
200480,Hz Baked Beanz  415G,1,0,,,,,20.01,1,24,2,1,1.5,1.29,0.97,,Fruits & Veggies > Tinned,
200481,Gg Original Corn Tin 340G,1,0,,,,,20.01,1,12,2,1,1.5,1.2,0.96,,Fruits & Veggies > Tinned,
200482,Hs Plum Tomatoes Tin 400G,1,0,,,,,20.01,1,4,2,1,1.5,0.59,0.4,,Fruits & Veggies > Tinned,
200483,Natco Chick Peas Boiled 400G,1,0,,,,,20.01,1,22,2,1,1.5,0.89,0.45,,Fruits & Veggies > Tinned,
200484,Laila Canned Chopped Tomatoes 400G,1,0,,,,,20.01,1,8,2,1,1.5,0.75,0.42,,Fruits & Veggies > Tinned,
200485,Es Baked Beans 420G,1,0,,,,,20.01,1,32,2,1,1.5,0.59,0.4,,Fruits & Veggies > Tinned,
200486,T/Sun Coconut Milk 400Ml,1,0,,,,,20.01,1,17,2,1,1.5,0.99,0.72,,Fruits & Veggies > Tinned,
200487,Bestone Sweetcorn 320G,1,0,,,,,20.01,1,5,2,1,1.5,0.95,0.66,,Fruits & Veggies > Tinned,
200488,Cirio Tomato Puree Jar 350g,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.25,,Fruits & Veggies > Tinned,
200489,EE Alph Mango Pulp 450gm,1,0,,,,,20.01,1,3,2,1,1.5,1.99,1.47,,Fruits & Veggies > Tinned,
200490,TS Casava in Salt Water 397g,1,0,,,,,20.01,1,5,2,1,1.5,1.65,1.165,,Fruits & Veggies > Tinned,
200491,Hot Pepper,0,0,,,,,20.01,0,0,2,1,1.5,9.99,9.49,,Fruits & Veggies > Vegetables,
200492,Raw Mango Rajapuri  (For Pickle) 1Kg,0,0,,,,,20.01,1,,,1,1.5,8.99,5.5,,Fruits & Veggies > Vegetables,
200493,Round Doodhi,0,0,,,,,20.01,0,,,1,1.5,8.99,6.6,,Fruits & Veggies > Vegetables,
200494,Shallot Onion 500g,1,0,,,,,20.01,1,,,1,1.5,2.99,2,,Fruits & Veggies > Vegetables,
200495,Bitter Gourd (Karela / Kakara Kaya) 500G,1,0,,,,,20.01,1,,,1,1.5,3.99,3,,Fruits & Veggies > Vegetables,
200496,Ginger Big 250g,0,0,,,,,20.01,1,5,2,1,1.5,1.59,1,,Fruits & Veggies > Vegetables,
200497,Indian Cucumber (Dosakaya) 1 Piece 400-550G,1,0,,,,,20.01,1,,,1,1.5,2.99,2.25,,Fruits & Veggies > Vegetables,
200498,Papaya Raw,0,0,,,,,20.01,0,0,2,1,1.5,4.49,3.5,,Fruits & Veggies > Vegetables,
200499,Sweet Potato White 1Kg,0,0,,,,,20.01,1,,,1,1.5,4.49,3.13,,Fruits & Veggies > Vegetables,
200500,Long Beans,0,0,,,,,20.01,0,0,2,1,1.5,3.99,5.3,,Fruits & Veggies > Vegetables,
200501,Okra (Bhindee / Bendakaya / Ladyfinger) 500G,1,0,,,,,20.01,1,,,1,1.5,2.99,2.125,,Fruits & Veggies > Vegetables,
200502,Tomato 1Kg,1,0,,,,,20.01,1,,,1,1.5,2.49,1.75,,Fruits & Veggies > Vegetables,
200503,Yam (Suran / Kanda) 400-500G,1,0,,,,,20.01,1,,,1,1.5,3.99,2.99,,Fruits & Veggies > Vegetables,
200504,Cluster Beans (Gawar / Goru Chikkudu) 500G,1,0,,,,,20.01,0,,,1,1.5,2.99,2.25,,Fruits & Veggies > Vegetables,
200505,Indian Broad Beans (G Papdi) 500G,1,0,,,,,20.01,0,,,1,1.5,2.99,2.25,,Fruits & Veggies > Vegetables,
200506,Ivy Gourd (Tindora / Dondakaya) 500G,1,0,,,,,20.01,1,,,1,1.5,2.99,2.125,,Fruits & Veggies > Vegetables,
200507,Bottle Gourd (Dudhi / Sorakaya) 1Pc 400-600G,1,0,,,,,20.01,1,,,1,1.5,2.99,1.875,,Fruits & Veggies > Vegetables,
200508,Ridge Gourd (Turai / Beerakaya) 500G,1,0,,,,,20.01,1,,,1,1.5,2.99,1.875,,Fruits & Veggies > Vegetables,
200509,Taro Root (Arbi / Chema Dumpa) 500G,1,0,,,,,20.01,1,,,1,1.5,2.99,2.25,,Fruits & Veggies > Vegetables,
200510,Bombay Onion (Pyaaz) Bag 1.75-2.00Kgs,1,0,,,,,20.01,1,4,,1,1.5,5.49,2.9,,Fruits & Veggies > Vegetables,
200511,Brinjal (Pink Ravaya / Baingan / Vankaya) 500G,1,0,,,,,20.01,1,,,1,1.5,2.99,1.5,,Fruits & Veggies > Vegetables,
200512,Long Brinjal (Vankaya) 500G,1,0,,,,,20.01,1,,,1,1.5,2.99,2,,Fruits & Veggies > Vegetables,
200513,Matoki (Curry Banana / Koora Aratikaya) 3Pc,0,0,,,,,20.01,0,,,1,1.5,2.99,2.25,,Fruits & Veggies > Vegetables,
200514,Sweet Potato Red 1Kg,0,0,,,,,20.01,0,,,1,1.5,2.49,1.8,,Fruits & Veggies > Vegetables,
200515,Drumsticks (Moringa / Munagakaya) 3Pcs,1,0,,,,,20.01,1,,,1,1.5,2.25,1.75,,Fruits & Veggies > Vegetables,
200516,Leafy Beetroots Bunch,0,0,,,,,20.01,0,0,2,1,1.5,1.99,1.17,,Fruits & Veggies > Vegetables,
200517,Garlic (Lahasun / Vellulli) 250G,1,0,,,,,20.01,1,,,1,1.5,1.49,1,,Fruits & Veggies > Vegetables,
200518,Ginger (Indian Adarak / Allam) 250G,1,0,,,,,20.01,1,,,1,1.5,1.69,1.125,,Fruits & Veggies > Vegetables,
200519,Green Chilli (Haree Mirch / Pachi Mirapa) 250G,1,0,,,,,20.01,1,,,1,1.5,1.69,1.25,,Fruits & Veggies > Vegetables,
200520,Plantain (Banana) 2Pcs,0,0,,,,,20.01,0,0,2,1,1.5,1.65,1,,Fruits & Veggies > Vegetables,
200521,Mooli (Mullangi),0,0,,,,,20.01,0,0,2,1,1.5,1.49,1.25,,Fruits & Veggies > Vegetables,
200522,Potatoes 2Kg,1,0,,,,,20.01,0,0,2,1,1.5,1.65,0.95,,Fruits & Veggies > Vegetables,
200523,Garlic Pack 350G,1,0,,,,,20.01,1,,,1,1.5,1.99,1,,Fruits & Veggies > Vegetables,
200524,Green Limes (Neemboo / Nimmakaya) 4 Nos,1,0,,,,,20.01,1,,,1,1.5,0.99,0.75,,Fruits & Veggies > Vegetables,
200525,Cucumber 1Pc,0,0,,,,,20.01,0,0,2,1,1.5,0.69,0.41,,Fruits & Veggies > Vegetables,
200526,Monalisa Dried Lime 80G,1,0,,,,,20.01,1,4,2,1,1.5,0.99,0.85,,Fruits & Veggies > Vegetables,
200527,Ash Gourd 500G (Approx),1,0,,,,,20.01,0,0,,1,1.5,3.99,2.49,,Fruits & Veggies > Vegetables,
200528,Orange Pumpkin 500G (Approx),1,0,,,,,20.01,0,,,1,1.5,2.99,2,,Fruits & Veggies > Vegetables,
200529,Sugarcane Stick 500G (Approx),1,0,,,,,20.01,0,,,1,1.5,2.49,1.75,,Fruits & Veggies > Vegetables,
200530,Masti Paneer Block 500g,1,0,,,,,20.01,1,,,1,1.5,3.49,2.9,,"Fruits & Veggies, Groceries > Ghees & Oils",
200531,Masti Paneer Block 250g,1,0,,,,,20.01,1,,,1,1.5,1.99,1.56,,"Fruits & Veggies, Groceries > Ghees & Oils",
200532,KTC White Vinegar 5Lt,1,0,,,,,20.01,1,1,2,1,1.5,5.99,2.25,,Groceries,
200533,Cl Uht Cream Real Dairy 500G,1,0,,,,,20.01,0,0,2,1,1.5,5.49,3.8,,Groceries,
200534,Askey Family Pack Cornets 21S,1,0,,,,,20.01,1,5,2,1,1.5,3.49,2.35,,Groceries,
200535,Cad Choc Brownie Mix 350G,1,0,,,,,20.01,1,5,2,1,1.5,3.49,2.36,,Groceries,
200536,Dolmio Tom & Che Pasta Bake 500G,1,0,,,,,20.01,1,5,2,1,1.5,3.25,2.23166,,Groceries,
200537,Divella Gluten Free Spaghetti 400G,1,0,,,,,20.01,1,5,2,1,1.5,2.99,2.05,,Groceries,
200538,Cad Choc Sponge Pudding 2Pk,1,0,,,,,20.01,1,5,2,1,1.5,2.75,1.94,,Groceries,
200539,Cad Fudge Sponge Pudding 2Pk,1,0,,,,,20.01,1,5,2,1,1.5,2.75,1.94,,Groceries,
200540,Heera Phool Makahna 100G,1,0,,,,,20.01,1,5,2,1,1.5,2.69,1.9,,Groceries,
200541,Vita Crayfish Whole 40G,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.6,,Groceries,
200542,Dr Oetker Chocolatry Strands 55G,1,0,,,,,20.01,1,5,2,1,1.5,2.39,1.66,,Groceries,
200543,Dr Oetker Sugar Strands 55G,1,0,,,,,20.01,1,5,2,1,1.5,2.39,1.66,,Groceries,
200544,Nusica Milk & Hazelnut 400G,1,0,,,,,20.01,1,5,2,1,1.5,2.25,1.55,,Groceries,
200545,Dr Oetker Cake Decorators 65G,1,0,,,,,20.01,1,5,2,1,1.5,2,1.39,,Groceries,
200546,Bestone Cr P/Butter 340G,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.39,,Groceries,
200547,Brown & Polson Cornflour 250G,1,0,,,,,20.01,1,3,2,1,1.5,1.99,1.3825,,Groceries,
200548,Himalayan Pink Salt Fine 800G,1,0,,,,,20.01,0,0,2,1,1.5,1.99,1.3,,Groceries,
200549,Hovis Yeast,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.47,,Groceries,
200550,TRS Fried Onions 400G,1,0,,,,,20.01,0,0,2,1,1.5,1.99,1.29,,Groceries,
200551,Village Soya Chunks 250G,1,0,,,,,20.01,1,1,2,1,1.5,1.99,0.65,,Groceries,
200552,Sultan Mamra Regular 200G,1,0,,,,,20.01,1,3,2,1,1.5,1.89,1.2875,,Groceries,
200553,Hartley Jam S/Berry 300G,1,0,,,,,20.01,1,5,2,1,1.5,1.79,1.36,,Groceries,
200554,Shankar Soya Chunks 400G,1,0,,,,,20.01,0,,2,1,1.5,1.79,1.35,,Groceries,
200555,Ee Soya Chuncks 250G,1,0,,,,,20.01,0,0,2,1,1.5,1.69,1.12,,Groceries,
200556,Ts Condensed Milk 397G,1,0,,,,,20.01,1,4,2,1,1.5,1.69,1.41,,Groceries,
200557,Hartley Jam Bicrrnt 300G,1,0,,,,,20.01,1,5,2,1,1.5,1.59,1.23,,Groceries,
200558,Cortas Hummos Tahini 450G,1,0,,,,,20.01,1,5,2,1,1.5,1.49,1.05,,Groceries,
200559,Ee Sugar Candy Large 375G,1,0,,,,,20.01,1,18,2,1,1.5,1.49,1.04,,Groceries,
200560,Jowar Flakes 500G,0,0,,,,,20.01,0,0,2,1,1.5,1.49,1,,Groceries,
200561,Mahables Roasted Gram 250G,0,0,,,,,20.01,0,0,2,1,1.5,1.49,1.13,,Groceries,
200562,Avoca Orig Antibac Hand Wash,1,0,,,,,20.01,1,5,2,1,1.5,1.39,1.056,,Groceries,
200563,Lynx Sg Africa,1,0,,,,,20.01,1,5,2,1,1.5,1.39,1.044,,Groceries,
200564,Lynx Sg Black,1,0,,,,,20.01,1,5,2,1,1.5,1.39,1.044,,Groceries,
200565,Lynx Sg Excite,1,0,,,,,20.01,1,5,2,1,1.5,1.39,1.044,,Groceries,
200566,Parr Glace Cherries 100G,1,0,,,,,20.01,1,3,2,1,1.5,1.39,0.95416,,Groceries,
200567,Hz Baked Beanz 415G,1,0,,,,,20.01,1,5,2,1,1.5,1.29,0.97,,Groceries,
200568,East End Rose Water 300Ml,0,0,,,,,20.01,1,4,2,1,1.5,1.25,0.83,,Groceries,
200569,L/S Cling Film 350Mm 1.12M,1,0,,,,,20.01,1,24,2,1,1.5,1.15,0.74,,Groceries,
200570,Shan Himalayan Pink Salt 400G,1,0,,,,,20.01,1,4,2,1,1.5,1.15,0.75,,Groceries,
200571,Roberts Coconut Milk 400Ml,1,0,,,,,20.01,1,21,2,1,1.5,1.09,0.75,,Groceries,
200572,Borwicks Bicarbonate Of Soda 100G,1,0,,,,,20.01,1,4,2,1,1.5,1,0.61,,Groceries,
200573,E.E Sweet Makhaney 300G,1,0,,,,,20.01,1,14,2,1,1.5,1,0.71,,Groceries,
200574,Felix Kitten Mixed Selection 100G,1,0,,,,,20.01,1,5,2,1,1.5,0.75,0.618,,Groceries,
200575,Himalaya Pink Salt Coarse 800g,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.21,,Groceries,
200576,Saghaat Black Salt 350g,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.08,,Groceries,
200577,Sapna Fried Onions 350g,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.12,,Groceries,
200578,TF Sea Salt Coarse 1Kg,1,0,,,,,20.01,1,7,2,1,1.5,1.99,0.9,,Groceries,
200579,Himalaya White Salt Coarse 800g,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.21,,Groceries,
200580,Himalayan Black Salt Fine 800g,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.49,,Groceries,
200581,Greenfields Citric Acid 100g,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.15,,Groceries,
200582,SHANKAR SOYA CHUNKS 200G,1,0,,,,,20.01,1,4,2,1,1.5,1.29,1,,Groceries,
200583,Aashirvaad Salt (Iodised) 1kg,1,0,,,,,20.01,0,0,2,1,1.5,1.25,0.6,,Groceries,
200584,East End Desiccated Coconut Med 400g,1,0,,,,,20.01,1,3,2,1,1.5,2.59,1.789,,Groceries,
200585,East End Soya Chunks Mini 250g,1,0,,,,,20.01,1,4,2,1,1.5,1.75,1.165,,Groceries,
200586,East End Soya Mince 300g,1,0,,,,,20.01,1,4,2,1,1.5,1.75,1.06,,Groceries,
200587,Heera Golden Bread Crumbles 400g,1,0,,,,,20.01,1,6,2,1,1.5,1.75,1.219,,Groceries,
200588,East End Soya Chunks 400g,1,0,,,,,20.01,1,3,2,1,1.5,2.19,1.511,,Groceries,
200589,Pride Lemon Juice 250ml,1,0,,,,,20.01,1,6,2,1,1.5,1.25,0.62,,Groceries,
200590,Jaimin Jamnagari Mukhwas  120G,1,0,,,,,20.01,1,3,2,1,1.5,1.75,1.165,,Groceries,
200591,Jaimin Panchuri Mukhwas 175G,1,0,,,,,20.01,1,3,2,1,1.5,1.75,1.165,,Groceries,
200592,Natco Soya Chunks 150G,1,0,,,,,20.01,1,3,2,1,1.5,1.25,0.72,,Groceries,
200593,Shree Krishna Soya Chunks Med 300g,1,0,,,,,20.01,1,3,2,1,1.5,1.89,1,,Groceries,
200594,Zakia Cous Cous 1Kg,1,0,,,,,20.01,1,3,2,1,1.5,2.75,1.91,,Groceries,
200595,KTC Rose water (Glass Bottle) 190ml,1,0,,,,,20.01,1,4,2,1,1.5,0.99,0.5,,Groceries,
200596,KTC Plum Tomatoes Tin 400g,1,0,,,,,20.01,1,5,2,1,1.5,0.65,0.5,,Groceries,
200597,TRS Canned Chopped Tomatoes 400g,1,0,,,,,20.01,1,5,2,1,1.5,0.69,0.5,,Groceries,
200598,Carnation Evaporated Milk 410g,1,0,,,,,20.01,1,5,2,1,1.5,1.75,1.25,,Groceries,
200599,Carnation Evaporated Milk 170g,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.92,,Groceries,
200600,Colgate Vedshakti 180g,1,0,,,,,20.01,1,5,2,1,1.5,3.99,2.5,,Groceries,
200601,EE Phool Makahna 100G,1,0,,,,,20.01,1,5,2,1,1.5,2.55,1.8,,Groceries,
200602,EE Desiccated Coconut Fine 400g,1,0,,,,,20.01,1,4,2,1,1.5,2.35,1.72,,Groceries,
200603,EE Desiccated Coconut Fine 200g,1,0,,,,,20.01,1,5,2,1,1.5,1.35,0.95,,Groceries,
200604,EE Sweet makhaney (small) 300g,1,0,,,,,20.01,1,18,2,1,1.5,1.26,0.63,,Groceries,
200605,Saras Fried Onions 150G,1,0,,,,,20.01,1,3,2,1,1.5,1,0.74,,Groceries,
200606,Saras Phool Makhana 100G,1,0,,,,,20.01,1,1,2,1,1.5,2.39,1.65,,Groceries,
200607,Saras Kewra Water 250Ml,1,0,,,,,20.01,1,3,2,1,1.5,0.99,0.6,,Groceries,
200608,Saras Cooking Salt 1Kg,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.5,,Groceries,
200609,Sk Soya Chunks Mini 300G,1,0,,,,,20.01,0,0,2,1,1.5,1.59,0,,Groceries,
200610,Natures Black Salt 250g,1,0,,,,,20.01,1,3,2,1,1.5,1.49,0.65,,Groceries,
200611,Natures Soya Chunks 250g,1,0,,,,,20.01,1,3,2,1,1.5,1.49,0.75,,Groceries,
200612,Natures Soya Chunks Mini 250g,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.75,,Groceries,
200613,TRS Soya Chunks 500g,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.683,,Groceries,
